1_44 0 0 0 1 1 1 0 1 1 0
1_45 1 0 1 1 0 0 1 0 1 1
1_46 1 1 0 1 0 1 0 0 1 1
1_47 0 1 0 0 0 1 0 1 1 1
1_40 0 0 0 1 1 1 1 0 0 0
1_41 1 1 0 1 0 0 1 1 0 0
1_42 0 0 0 1 1 0 1 1 1 1
1_43 0 1 1 1 0 1 1 1 1 0
1_48 1 1 0 0 1 1 1 1 0 0
1_49 0 1 0 1 0 1 0 0 1 0
1_7 1 1 0 1 0 0 0 1 0 1
1_6 0 0 0 0 0 0 1 1 0 1
1_5 0 0 1 0 0 0 0 1 0 1
1_4 0 0 1 1 1 0 0 1 0 0
1_3 1 1 1 0 0 1 0 1 0 0
1_2 0 1 1 1 0 0 0 1 1 0
1_1 1 1 0 0 1 1 0 0 0 0
1_0 1 0 0 0 0 1 1 1 0 1
1_9 0 0 0 1 1 0 0 1 1 1
1_8 0 0 0 1 1 1 1 0 1 1
1_31 1 0 0 0 1 0 0 1 1 0
1_30 1 1 1 0 0 0 1 1 1 0
1_33 1 0 1 0 1 1 1 0 0 0
1_32 1 0 0 1 1 0 0 0 1 1
1_35 1 0 1 0 1 1 1 1 0 0
1_34 0 0 1 0 0 1 0 1 0 1
1_37 0 1 0 0 1 0 1 1 0 1
1_36 0 0 0 1 1 0 1 0 0 1
1_39 0 0 1 1 1 0 0 0 0 1
1_38 0 0 1 0 0 0 1 0 1 0
1_57 0 1 1 0 1 1 1 1 0 1
1_56 0 0 0 1 0 0 1 1 1 1
1_55 0 1 0 1 1 1 0 1 0 0
1_54 0 1 1 0 1 1 1 0 0 1
1_53 0 1 1 0 1 1 1 0 1 0
1_52 0 1 1 1 1 0 0 0 1 1
1_51 0 0 1 0 1 0 1 1 0 0
1_50 0 0 1 0 1 1 0 0 0 1
1_59 0 1 0 0 1 1 0 0 0 0
1_58 0 1 1 1 0 0 1 0 1 0
1_62 0 1 1 1 1 0 0 1 0 0
1_63 1 1 0 0 0 1 1 0 0 0
1_60 0 1 1 1 1 1 1 0 0 0
1_61 0 0 1 0 0 0 0 1 1 1
1_66 1 1 0 1 0 0 0 0 0 1
1_67 1 0 1 0 1 0 1 1 1 1
1_64 0 1 0 1 0 1 0 1 1 1
1_65 1 1 1 0 0 1 1 0 1 0
1_68 0 1 1 0 0 0 0 0 1 1
1_69 0 0 0 0 1 1 1 1 0 1
1_79 1 0 1 1 1 0 0 1 0 0
1_78 1 1 0 1 0 0 1 0 1 1
1_75 1 0 1 1 0 0 0 1 1 1
1_74 0 0 0 1 1 1 0 0 1 1
1_77 1 1 1 0 1 0 1 1 0 0
1_76 1 0 0 0 1 1 1 0 1 1
1_71 0 0 1 0 0 0 1 1 1 0
1_70 1 0 1 0 1 0 0 0 0 0
1_73 0 0 1 1 1 0 1 0 1 0
1_72 1 0 0 0 0 1 0 1 0 0
1_19 1 0 0 0 0 1 0 1 1 1
1_18 1 1 1 0 1 0 1 1 0 0
1_13 1 1 1 0 0 1 1 0 1 1
1_12 0 1 1 1 0 0 1 0 0 1
1_11 1 1 0 0 0 1 0 1 1 1
1_10 1 0 0 1 0 0 1 0 0 1
1_17 0 1 0 0 1 0 0 0 1 0
1_16 0 1 1 1 0 0 0 1 1 0
1_15 1 0 0 0 1 1 1 0 1 0
1_14 1 0 0 1 0 0 0 1 1 1
1_80 1 0 0 1 0 1 0 1 1 0
1_81 1 0 0 0 1 1 1 0 1 1
1_82 1 1 0 1 1 0 0 0 1 1
1_83 0 0 1 1 0 1 1 1 0 0
1_84 0 0 1 1 1 0 1 0 0 0
1_85 0 0 0 1 1 1 1 1 0 0
1_86 1 1 1 0 0 1 0 0 1 1
1_87 1 0 0 0 1 0 0 1 0 1
1_88 0 0 0 1 0 1 0 1 0 0
1_89 1 1 0 0 0 1 1 0 0 0
1_93 0 0 0 0 1 1 1 1 0 1
1_92 0 1 1 1 1 1 0 1 0 0
1_91 1 0 0 1 0 0 1 1 1 0
1_90 1 1 1 0 0 1 0 0 0 0
1_97 1 1 0 1 1 0 0 0 0 0
1_96 1 0 1 1 1 0 0 1 0 1
1_95 1 1 1 0 0 0 1 0 0 1
1_94 0 1 0 0 1 0 1 0 1 0
1_99 0 1 1 0 1 0 0 1 1 0
1_98 0 1 1 0 1 0 0 0 1 1
1_26 0 0 0 0 1 0 0 0 1 1
1_27 0 0 1 1 1 1 1 1 0 0
1_24 0 0 1 0 1 1 1 1 1 0
1_25 0 0 1 0 1 0 0 1 1 1
1_22 0 0 0 0 0 1 1 0 0 1
1_23 0 1 0 0 1 1 1 0 1 0
1_20 0 0 0 0 0 0 1 1 1 0
1_21 1 0 0 0 0 0 0 0 1 1
1_28 0 0 1 0 0 1 1 1 0 1
1_29 0 0 1 0 1 0 0 1 1 0
