0_8 0 1 0 0 0 0 0 1 1 0
0_9 1 1 0 0 1 0 1 0 0 1
0_6 1 0 1 0 0 1 1 1 0 1
0_7 0 0 1 0 1 0 0 1 1 1
0_4 0 0 1 1 1 1 1 1 1 0
0_5 1 1 0 1 0 1 1 1 1 1
0_2 0 0 0 1 0 1 1 0 1 1
0_3 1 1 1 1 1 0 0 0 0 0
0_0 0 1 1 1 0 1 0 0 1 1
0_1 0 1 1 0 1 0 1 0 0 1
0_29 0 0 0 1 0 1 1 0 1 1
0_28 1 1 0 0 0 1 0 1 0 1
0_21 1 0 1 1 1 0 1 1 1 0
0_20 1 1 1 0 0 0 0 0 1 0
0_23 1 1 0 1 0 1 1 0 0 1
0_22 0 1 1 1 0 0 0 0 1 1
0_25 1 0 0 1 1 0 0 0 0 1
0_24 0 1 1 0 1 1 0 0 1 0
0_27 1 0 1 0 1 1 0 0 0 0
0_26 0 0 0 0 1 1 1 0 1 1
0_58 1 0 1 0 0 0 1 0 1 1
0_59 1 0 1 1 0 0 0 0 1 1
0_54 1 1 0 0 0 1 1 1 0 1
0_55 1 1 0 1 1 0 0 0 0 1
0_56 1 1 0 1 0 0 1 1 0 0
0_57 0 0 1 1 0 1 1 1 0 0
0_50 0 0 1 0 0 1 1 0 0 1
0_51 0 1 0 1 1 0 0 1 1 0
0_52 0 1 0 1 0 0 1 1 0 0
0_53 1 1 1 0 0 0 0 1 1 0
0_49 1 0 1 1 0 1 1 1 0 0
0_48 1 1 0 1 1 1 1 1 0 0
0_47 0 1 1 1 0 1 0 0 1 0
0_46 0 1 0 0 1 0 0 1 1 1
0_45 0 1 0 1 1 1 0 0 0 1
0_44 0 1 1 1 1 1 1 1 1 0
0_43 0 1 1 1 0 1 1 1 1 0
0_42 1 0 1 1 1 0 1 1 1 0
0_41 1 1 1 0 1 0 0 0 1 0
0_40 0 0 0 0 1 0 0 0 1 0
0_78 1 1 1 1 0 0 1 1 0 1
0_79 0 0 1 0 1 0 1 1 0 0
0_72 1 0 0 0 1 1 0 0 0 1
0_73 0 1 0 1 1 0 1 0 0 0
0_70 1 1 1 1 0 1 0 0 1 0
0_71 1 1 0 1 1 0 1 1 1 0
0_76 1 0 0 1 0 1 1 0 0 0
0_77 0 0 0 1 0 1 1 0 1 1
0_74 1 0 1 1 1 0 1 0 0 0
