0_8 1 0 1 0 1 0 1 1 1 1
0_9 1 0 1 0 1 0 0 1 0 1
0_6 1 1 0 1 1 1 1 0 0 0
0_7 0 1 1 1 1 1 0 0 0 0
0_4 0 1 1 1 1 0 1 0 1 0
0_5 1 1 1 0 1 0 1 1 0 0
0_2 1 0 1 0 0 1 0 0 0 1
0_3 1 1 1 0 0 0 0 1 1 0
0_0 0 0 1 1 1 0 1 0 0 0
0_1 1 1 0 1 0 1 0 0 1 1
0_29 0 0 0 1 0 1 0 0 1 1
0_28 1 0 1 0 1 1 0 1 1 0
0_21 1 1 0 0 0 0 0 0 0 1
0_20 0 1 0 0 0 1 1 0 1 0
0_23 1 1 1 0 0 0 1 1 0 0
0_22 0 1 0 0 0 0 1 1 1 0
0_25 0 1 1 1 0 0 1 0 1 1
0_24 1 0 0 1 0 1 0 0 0 1
0_27 0 0 1 1 0 1 0 0 1 0
0_26 1 1 1 1 1 0 0 0 1 0
0_58 0 0 0 0 0 1 1 1 1 1
0_59 0 0 0 1 1 1 1 0 1 0
0_54 1 0 1 0 1 1 0 1 1 1
0_55 1 0 0 0 1 0 1 1 0 1
0_56 0 1 0 0 0 1 1 1 1 1
0_57 1 0 0 0 0 1 1 1 1 1
0_50 0 0 1 0 0 0 0 1 1 1
0_51 1 0 1 1 1 1 0 1 0 1
0_52 1 0 1 1 0 0 1 1 1 0
0_53 1 0 1 0 0 1 0 0 1 0
0_49 1 0 1 0 0 1 1 1 0 0
0_48 1 1 1 1 0 0 1 0 0 1
0_47 0 0 1 0 1 1 1 0 1 1
0_46 0 0 0 0 1 1 1 1 0 0
0_45 1 1 0 1 0 0 1 0 0 0
0_44 0 0 1 1 1 1 1 0 0 0
0_43 0 1 0 1 1 1 1 1 0 0
0_42 0 1 0 0 1 1 1 0 1 0
0_41 0 0 1 0 1 1 1 0 1 1
0_40 1 0 1 1 1 0 1 1 1 1
0_78 1 0 1 0 1 0 0 0 0 1
0_79 0 1 1 1 0 0 0 1 0 1
0_72 0 1 0 1 0 0 1 0 1 0
0_73 1 1 1 0 0 0 0 1 1 0
0_70 1 1 0 1 1 0 1 0 0 0
0_71 1 0 0 0 1 0 1 1 1 1
0_76 1 0 1 0 1 1 1 1 0 0
0_77 0 1 1 0 0 1 1 0 1 0
0_74 1 0 1 0 0 1 0 0 1 0
0_75 1 0 0 0 1 1 1 0 0 0
0_98 0 1 1 1 1 1 0 0 0 0
0_99 1 0 1 0 1 1 0 0 0 1
0_90 0 0 1 1 1 1 1 0 0 1
0_91 0 1 1 1 0 1 1 0 1 0
0_92 1 1 1 1 0 1 0 1 1 0
0_93 1 1 0 1 1 1 0 0 1 1
0_94 0 1 0 1 1 1 1 1 1 0
0_95 0 0 1 0 0 1 1 0 0 1
0_96 1 0 1 0 0 1 0 0 1 1
0_97 0 1 1 0 1 1 0 0 0 1
0_65 1 0 0 0 1 1 0 1 1 1
0_64 1 1 0 0 1 1 0 1 1 0
0_67 0 1 1 1 1 1 1 0 0 0
0_66 1 0 0 0 0 1 0 1 0 1
0_61 1 0 1 1 0 1 1 1 1 0
0_60 0 1 1 0 0 1 1 1 0 0
0_63 0 0 0 0 1 1 1 0 0 1
0_62 0 0 0 1 1 1 1 1 1 1
0_69 1 1 1 0 0 0 1 0 0 1
0_68 0 1 0 0 0 0 1 1 0 1
0_89 0 1 1 1 1 1 1 0 0 0
0_88 1 1 0 0 1 0 0 0 1 0
0_83 1 0 0 1 1 0 0 1 0 1
0_82 1 1 0 0 0 1 1 1 1 0
0_81 1 0 0 1 0 0 1 0 1 0
0_80 0 0 1 1 0 1 0 1 0 0
0_87 0 1 0 1 0 1 0 1 0 0
0_86 0 0 1 0 1 0 1 0 0 1
0_85 1 1 0 0 1 0 1 0 0 1
0_84 1 0 0 1 0 0 0 1 1 1
0_10 1 0 1 0 0 1 0 0 1 1
0_11 0 1 0 0 0 1 0 1 0 1
0_12 1 0 0 1 0 1 1 1 1 0
0_13 0 1 0 1 0 1 0 1 1 0
0_14 0 1 1 1 1 0 0 0 0 1
0_15 1 1 0 0 0 0 1 1 0 1
0_16 0 1 1 1 1 1 0 0 0 0
0_17 1 0 1 0 1 0 1 0 1 0
0_18 1 0 1 1 0 1 1 1 1 1
0_19 1 0 0 1 1 1 1 0 0 1
0_38 1 0 1 1 0 0 0 1 0 1
0_39 0 1 1 0 1 1 0 1 0 1
0_36 0 1 1 1 0 1 0 0 1 1
0_37 0 1 0 1 1 1 1 0 1 0
0_34 0 0 0 1 1 1 1 0 0 1
0_35 0 1 0 1 1 0 0 1 0 0
0_32 0 1 1 1 0 1 0 0 0 0
0_33 0 0 1 1 0 0 1 1 0 0
0_30 0 0 1 0 1 0 1 0 1 1
0_31 0 0 1 0 1 0 0 1 0 0
1_44 0 0 0 1 1 1 0 1 1 0
1_45 1 0 1 1 0 0 1 0 1 1
1_46 1 1 0 1 0 1 0 0 1 1
1_47 0 1 0 0 0 1 0 1 1 1
1_40 0 0 0 1 1 1 1 0 0 0
1_41 1 1 0 1 0 0 1 1 0 0
1_42 0 0 0 1 1 0 1 1 1 1
1_43 0 1 1 1 0 1 1 1 1 0
1_48 1 1 0 0 1 1 1 1 0 0
1_49 0 1 0 1 0 1 0 0 1 0
1_7 1 1 0 1 0 0 0 1 0 1
1_6 0 0 0 0 0 0 1 1 0 1
1_5 0 0 1 0 0 0 0 1 0 1
1_4 0 0 1 1 1 0 0 1 0 0
1_3 1 1 1 0 0 1 0 1 0 0
1_2 0 1 1 1 0 0 0 1 1 0
1_1 1 1 0 0 1 1 0 0 0 0
1_0 1 0 0 0 0 1 1 1 0 1
1_9 0 0 0 1 1 0 0 1 1 1
1_8 0 0 0 1 1 1 1 0 1 1
1_31 1 0 0 0 1 0 0 1 1 0
1_30 1 1 1 0 0 0 1 1 1 0
1_33 1 0 1 0 1 1 1 0 0 0
1_32 1 0 0 1 1 0 0 0 1 1
1_35 1 0 1 0 1 1 1 1 0 0
1_34 0 0 1 0 0 1 0 1 0 1
1_37 0 1 0 0 1 0 1 1 0 1
1_36 0 0 0 1 1 0 1 0 0 1
1_39 0 0 1 1 1 0 0 0 0 1
1_38 0 0 1 0 0 0 1 0 1 0
1_57 0 1 1 0 1 1 1 1 0 1
1_56 0 0 0 1 0 0 1 1 1 1
1_55 0 1 0 1 1 1 0 1 0 0
1_54 0 1 1 0 1 1 1 0 0 1
1_53 0 1 1 0 1 1 1 0 1 0
1_52 0 1 1 1 1 0 0 0 1 1
1_51 0 0 1 0 1 0 1 1 0 0
1_50 0 0 1 0 1 1 0 0 0 1
1_59 0 1 0 0 1 1 0 0 0 0
1_58 0 1 1 1 0 0 1 0 1 0
1_62 0 1 1 1 1 0 0 1 0 0
1_63 1 1 0 0 0 1 1 0 0 0
1_60 0 1 1 1 1 1 1 0 0 0
1_61 0 0 1 0 0 0 0 1 1 1
1_66 1 1 0 1 0 0 0 0 0 1
1_67 1 0 1 0 1 0 1 1 1 1
1_64 0 1 0 1 0 1 0 1 1 1
1_65 1 1 1 0 0 1 1 0 1 0
1_68 0 1 1 0 0 0 0 0 1 1
1_69 0 0 0 0 1 1 1 1 0 1
1_79 1 0 1 1 1 0 0 1 0 0
1_78 1 1 0 1 0 0 1 0 1 1
1_75 1 0 1 1 0 0 0 1 1 1
1_74 0 0 0 1 1 1 0 0 1 1
1_77 1 1 1 0 1 0 1 1 0 0
1_76 1 0 0 0 1 1 1 0 1 1
1_71 0 0 1 0 0 0 1 1 1 0
1_70 1 0 1 0 1 0 0 0 0 0
1_73 0 0 1 1 1 0 1 0 1 0
1_72 1 0 0 0 0 1 0 1 0 0
1_19 1 0 0 0 0 1 0 1 1 1
1_18 1 1 1 0 1 0 1 1 0 0
1_13 1 1 1 0 0 1 1 0 1 1
1_12 0 1 1 1 0 0 1 0 0 1
1_11 1 1 0 0 0 1 0 1 1 1
1_10 1 0 0 1 0 0 1 0 0 1
1_17 0 1 0 0 1 0 0 0 1 0
1_16 0 1 1 1 0 0 0 1 1 0
1_15 1 0 0 0 1 1 1 0 1 0
1_14 1 0 0 1 0 0 0 1 1 1
1_80 1 0 0 1 0 1 0 1 1 0
1_81 1 0 0 0 1 1 1 0 1 1
1_82 1 1 0 1 1 0 0 0 1 1
1_83 0 0 1 1 0 1 1 1 0 0
1_84 0 0 1 1 1 0 1 0 0 0
1_85 0 0 0 1 1 1 1 1 0 0
1_86 1 1 1 0 0 1 0 0 1 1
1_87 1 0 0 0 1 0 0 1 0 1
1_88 0 0 0 1 0 1 0 1 0 0
1_89 1 1 0 0 0 1 1 0 0 0
1_93 0 0 0 0 1 1 1 1 0 1
1_92 0 1 1 1 1 1 0 1 0 0
1_91 1 0 0 1 0 0 1 1 1 0
1_90 1 1 1 0 0 1 0 0 0 0
1_97 1 1 0 1 1 0 0 0 0 0
1_96 1 0 1 1 1 0 0 1 0 1
1_95 1 1 1 0 0 0 1 0 0 1
1_94 0 1 0 0 1 0 1 0 1 0
1_99 0 1 1 0 1 0 0 1 1 0
1_98 0 1 1 0 1 0 0 0 1 1
1_26 0 0 0 0 1 0 0 0 1 1
1_27 0 0 1 1 1 1 1 1 0 0
1_24 0 0 1 0 1 1 1 1 1 0
1_25 0 0 1 0 1 0 0 1 1 1
1_22 0 0 0 0 0 1 1 0 0 1
1_23 0 1 0 0 1 1 1 0 1 0
1_20 0 0 0 0 0 0 1 1 1 0
1_21 1 0 0 0 0 0 0 0 1 1
1_28 0 0 1 0 0 1 1 1 0 1
1_29 0 0 1 0 1 0 0 1 1 0
2_89 1 1 1 0 1 0 0 1 0 1
2_88 1 0 1 0 1 0 1 0 1 0
2_85 0 0 0 1 0 1 0 0 1 0
2_84 1 1 0 1 0 1 1 1 1 0
2_87 1 0 1 1 0 0 1 1 1 0
2_86 0 1 0 1 1 0 1 0 1 1
2_81 1 0 1 0 1 0 1 0 0 0
2_80 1 1 0 1 0 0 1 1 1 0
